Dans la ligne de Mir;1004;Nous suivons Fred à l'interieur de la maquette de la station MIR, qui sert à la preparation des cosmonautes pour mener des experiences scientifiques et des observations de la Terre. Nous irons egalement à la Cite de l'Espace, où Fred prendra place à bord de la capsule de Soyouz, puis au CNES pour parler du deroulement des missions à bord de la station spatiale. Jamy nous expliquera où se situe MIR dans l'espace, sur quelle orbite elle est placee, comment le vaisseau Soyouz s'amarre à MIR et comment les cosmonautes reviennent sur terre.;La terre et l'univers;Espace et Astronomie;1997
Les satellites;1005;F & J nous emmenent à Toulouse, au Centre National d'etudes Spatiales et à MATRA ESPACE, pour tout connaître sur la conception et les differentes fonctions des satellites. Nous les suivons dans la salle blanche, où l'on decouvre la construction d'un satellite d'observation, puis au laboratoire thermique du CNES pour assister aux tests que subit un satellite avant son lancement. Jamy nous explique où commence l'espace, où circulent les satellites et comment on met un satellite en orbite geostationnaire. ;La terre et l'univers;Espace et Astronomie;1997
Le mont Saint-Michel, contre vents et marees;1210;Le camion de F & J prend la direction du Mont Saint-Michel pour nous faire decouvrir ce site unique, classe Patrimoine Mondial par l'UNESCO. Nous decouvrirons la faune et la flore du Mont, les pêcheurs et les bergers qui s'adaptent au rythme des marees. Nous parlerons egalement du projet d'etude sur le retablissement du caractere maritime du Mont Saint-Michel. ;La terre et l'univers;Geographie et geologie;1997
Sur la route de Ouagadougou;1211;F & J continuent leur periple en Afrique de l'ouest et s'arrêtent au Burkina Faso dont nous pourrons decouvrir les principales ressources et les modes de vie. Fred arrive à Ouagadougou et nous presente ce pays dont 80 % de la population vit encore dans les campagnes. Il nous entraîne dans un village où les familles habitent souvent de generation en generation. Nous verrons comment les femmes preparent les repas à l'exterieur de la maison, et quelles sont les ressources des villageois. Fred s'interesse egalement à la scolarisation des enfants et nous emmene dans une classe du primaire. Nous parlerons du manque d'eau potable et de la desertification des sols. Jamy nous explique ce qu'est le Sahel, comment le baobab resiste à la secheresse, ce qui provoque l'erosion des sols, à quoi sert un arbre, de quoi vit une famille de paysans, et enfin... comment l'aide alimentaire peut destabiliser un pays. ;La terre et l'univers;Geographie et geologie;1997
Pas de saison pour les fleurs;1304;F & J visitent les serres de L'Anjou, où des fleurs et des legumes sont cultivees toute l'annee. De la graine à la fleur ou au fruit, en passant par la croissance et les besoins nutritifs, Fred nous explique la complexite des vegetaux. Nous irons observer les differentes cultures hors-sol pratiquees en Anjou, ainsi que les techniques les plus avancees en matiere d'horticulture dans les serres de l'INRA à Paris. Dans son camion, Jamy nous devoilera l'anatomie d'une graine et nous expliquera ce qu'est la photosynthese, la reproduction des plantes et la transgenese. ;La terre et l'univers;Botanique et agronomie;1997
Le cepe à sorcier (les champignons);1403;F & J nous emmenent en Sologne decouvrir de nombreuses especes de champignons, des plus recherchees aux plus dangereuses. En compagnie de Robert Sabatier, nous partons à la cueillette des champignons. Il nous explique comment les identifier et quelles sont les precautions à prendre en cas de doute. Fred nous fait visiter une champignonniere, où pousse le fameux champignon de Paris. Jamy nous parle de la face cachee du champignon : le mycelium. Il nous explique à quel regne appartient le champignon et comment il se nourrit et se reproduit. ;La terre et l'univers;Nature;1997
Une journee au bord de la mer (coquillages et crustaces);1404;F & J se rendent sur les plages de Bretagne pour observer et etudier les multiples especes animales et vegetales. Fred nous revele tout sur les mollusques, les crustaces, les algues et le plancton. Nous les suivrons egalement dans les îles de la mer d'Iroise, où s'abritent des colonies de phoques gris. Jamy nous parlera de la chaîne alimentaire dans l'ocean, il nous expliquera comment le phytoplancton produit de l'oxygene, comment les mollusques font pour se nourrir etc... ;La terre et l'univers;Nature;1997
Qui miel me suive (les abeilles);1504;F & J partent recolter du miel chez un apiculteur et nous parlent du monde fascinant des abeilles. Nous verrons que ces hymenopteres ne manquent pas de travail. Chacune d'elles doit remplir ses multiples missions : tenir la ruche, nourrir les larves, produire de la cire, fabriquer les alveoles, butiner, transporter le pollen, faire le miel.... Jamy nous expliquera ce qui differencie les abeilles des guêpes, des frelons et des bourdons, les fonctions des abeilles ouvrieres, comment les abeilles fabriquent du miel, etc... ;La terre et l'univers;Faune;1997
La vie d'un cheval;1505;Fred se rend au haras du Pin, un prestigieux centre d'elevage. Il y evoque l'entraînement des differents types de chevaux, du debourrage au dressage.;La terre et l'univers;Faune;1997
Les coulisses du museum : l'evolution de l'espece;1506;Direction le Museum d'Histoire Naturelle pour comprendre l'evolution des especes et les mutations genetiques qui ont permis l'apparition de l'homme. Fred parcourt le Museum à la recherche des premieres especes vivantes sur Terre. Il nous presente des squelettes de dinosaures et le travail des paleontologues dans l'atelier de degagement : isolement des fossiles, empreintes de dinosaures... A travers les differentes galeries, il essaie de comprendre les familles d'especes et decouvre un des animaux les plus anciens : le cœlacanthe, poisson archaïque qui est apparu il y a 380 millions d'annees. Fred nous parlera egalement de l'apparition des primates et de l'origine de l'Homme. Jamy nous explique les grandes etapes de l'evolution, de la formation de la Terre à l'apparition de l'Homme. Comment se produit une mutation genetique ? Comment les premieres especes sont-elles sorties de l'eau ? Et quel est le rôle de l'environnement dans l'evolution des especes ? ;La terre et l'univers;Faune;1997
La savane au fond des bois;1507;En compagnie du veterinaire de la reserve de Thoiry, Fred part à la rencontre de predateurs que l'on rencontre dans les savanes : le lion et le tigre.;La terre et l'univers;Faune;1997
Le bruit;1604;F & J s'interessent à notre environnement sonore et aux effets du bruit. Ils nous emmenent dans un studio de repetition et dans une discotheque. Pour mieux comprendre la perception des sons, Fred se rend chez un ORL, qui lui explique le fonctionnement de l'oreille et du tympan. Il rencontre aussi des malentendants et evoque le probleme de la surdite. Puis, il assiste à une repetition d'un groupe de hard rock et interviewe les musiciens pour savoir comment ils se protegent du bruit des concerts. Jamy nous explique comment bouge le tympan, qu'est-ce qu'une frequence, comment fonctionnent l'oreille moyenne et l'oreille interne, comment l'oreille se deteriore, comment arrêter le son, qu'est ce qui differencie les frequences ? ;La terre et l'univers;Environnement;1997
Les âges de la vie;2008;F & J decomposent les phases de la vie et nous emmenent dans les maternites, creches et maisons de retraite. Fred nous explique l'origine d'un bebe, comment il grandit et evolue les premiers mois apres sa naissance. Puis, nous irons voir de jeunes enfants dans une creche pour comprendre ce qui se passe au cours de cette periode : dents de lait, apprentissage, communication... Fred rencontre egalement des adolescents dans un college pour nous parler de la puberte. Enfin, nous rendrons visite à des retraites encore bien actifs et nous evoquerons les changements dus à la vieillesse. Jamy nous explique de quoi est constitue notre corps, comment un os grandit, comment les connexions entre neurones s'effectuent et comment la peau se regenere. ;Sport et sante;Medecine et biologie;1997
Transat en solitaire;2304;Fred embarque sur le trimaran de Francis Joyon pour nous montrer comment se passe une course en solitaire. Nous verrons comment faire naviguer un tel bateau et comment un coureur peut à la fois gerer la navigation et la vie à bord. Fred va egalement tester l'arsenal de securite disponible sur le bateau et fera une demonstration avec le radeau de survie. Jamy expliquera quelles sont les differences entre un monocoque, un catamaran et un trimaran, comment fonctionnent un winch et un palan, comment choisir une route en fonction des vents... et pourquoi on a le mal de mer ! ;Sport et sante;Sport;1997
Le grand schuss;2305;Direction Chamonix où va se derouler la descente homme qui compte pour le championnat du monde de ski ! Fred rencontre Luc Alphand et nous fait decouvrir l'univers des champions de ski, leur entraînement et la preparation de leur materiel. Nous le suivrons dans l'atelier de l'equipe de France et sur la piste pour voir comment celle-ci est amenagee. Puis, Fred se mettra dans la peau d'un skieur professionnel : il s'equipera des pieds à la tête prêt à descendre, tres vite lui aussi. Nous parlerons egalement de l'evolution du materiel et des records, des accidents les plus courants chez les skieurs. Jamy nous explique comment le ski glisse sur la neige, à quoi sert le fartage, comment fonctionne une fixation de ski, comment on prepare et comment on trace une piste de slalom, et comment on determine l'inclinaison d'une pente. ;Sport et sante;Sport;1997
Les fous du velo;2306;F & J nous entraînent dans l'univers du cyclisme professionnel pendant une etape du Tour de France 1997. Fred decide de faire le tour de France. Les mecaniciens d'une equipe du tour vont lui trouver un velo pour son periple et lui expliqueront comment le choisir, en fonction de sa taille, de son poids etc. Nous suivrons une etape de montagne en moto et nous rencontrerons les medecins charges des contrôles anti-dopage, à la fin des etapes. Jamy nous expliquera ce qu'on appelle le developpement d'un velo, pourquoi tient-on en equilibre sur un velo qui roule, ce qui permet à notre organisme de produire un effort physique intense etc. ;Sport et sante;Sport;1997
Selection pour les jeux olympiques d'hiver;2307;Direction Courchevel et La Plagne où nous pourrons decouvrir des sports olympiques comme le hockey sur glace et le bobsleigh. Fred se transforme en hockeyeur et commence un match avec des joueurs professionnels. Puis, il part essayer le bobsleigh sur la piste olympique de La Plagne. A chaque discipline, Fred nous explique les techniques utilisees. Enfin, on le retrouve sur le tremplin de 120 metres prêt à s'elancer pour le saut à ski. Jamy nous explique comment on glisse sur la glace, comment on fabrique de la glace artificielle, pourquoi on va plus vite quand on est plus lourd, ce qu'est la force centrifuge, quel est le principe du tremplin de saut, etc...;Sport et sante;Sport;1997
Le grand palais epate la galerie;3004;Pour beaucoup, Français ou etrangers, l’exposition universelle de 1900 fut le voyage de leur vie. Le long des quais de la Seine, on pouvait faire le tour du monde en visitant les pavillons de Suede, de Chine ou des etats-Unis… Des mosquees et une rue d’Alger avaient ete reconstituees. Des montagnes suisses et leurs immenses cascades s’elevaient à 35 metres de haut en plein cœur de Paris. Les travaux de construction s’etirerent sur trois annees et ces fabuleux edifices furent detruits apres sept mois d’une courte existence ! Seuls le Grand Palais, son cadet le Petit Palais et le Pont Alexandre III, qui enjambe la Seine pour rejoindre les Invalides, survecurent à l’evenement. C’est pas sorcier a suivi les travaux de restauration qui leur redonnent une seconde jeunesse. ;Histoire culture et societe;Histoire archeologie;1997
Le debarquement de Normandie;3005;F & J nous font revivre le debarquement de Normandie du 6 juin 1944. Fred embarque à bord d'une barge qui a transporte des soldats vers la plage d'Omaha Beach dans la nuit du 6 juin, et nous devoile les etapes de preparation de la plus grande operation amphibie de l'histoire. Nous pourrons decouvrir des vestiges du fameux mur de l'Atlantique et visiter l'une des 30 batteries d'artillerie installees par les allemands le long des plages. Jamy expliquera pourquoi les allies ont debarque en Normandie, quelle etait la situation militaire en Europe à la veille du debarquement, quelles etaient les conditions favorables au debarquement, quel etait le trajet de l'armada basee en Angleterre... ;Histoire culture et societe;Histoire archeologie;1997
Les bâtisseurs de cathedrales;3006;L'equipe de CPS nous emmene visiter les cathedrales d'Amiens et de Notre-Dame pour comprendre le genie de la construction gothique. Nous pourrons voir comment on a pu elever ces vaisseaux de pierre et quelles etaient les techniques et les materiaux utilises par les architectes. Fred explore les differentes parties de la cathedrale d'Amiens - le transept, le labyrinthe, le triforium - et nous detaille leurs fonctions architecturales. Nous verrons aussi la fabrication des vitraux et les travaux de restauration de Notre-Dame. Jamy nous explique les styles architecturaux du Moyen-âge, à quoi sert une croisee d'ogives, comment les bâtisseurs de cathedrales soulevaient des charges lourdes etc. ;Histoire culture et societe;Histoire archeologie;1997
Il etait toon fois... le dessin anime;3105;F & J se transforment en toons et nous font decouvrir la creation et la realisation d'un dessin anime. Dans les studios de Folimage, nous en suivons toute la chaîne de fabrication, de l'ecriture du scenario au layout, en passant par le story-board. Fred nous montre quel est le rôle de l'animateur, specialiste du mouvement des personnages, et celui de l'intervalliste qui dessine les phases intermediaires. Jamy nous explique comment creer l'illusion d'un mouvement à partir de plusieurs images, la decomposition d'un mouvement chez un personnage, comment on obtient un mouvement en jouant avec le decor d'un dessin anime ou encore comment fonctionnent la capture optique et la capture magnetique. ;Histoire culture et societe;Art et spectacle;1997
Des hommes de toutes les couleurs;3305;F & J partent au Musee de l'Homme à la recherche de notre ancêtre et interviewent le geneticien Andre Langaney. Pourquoi existent-ils des hommes de differentes couleurs ? Peut-on parler de races quand on evoque les nombreuses populations de notre planete ? Quels sont nos ancêtres ? Maquettes à l'appui, ils nous revelent ce qui determine la couleur de la peau et pourquoi il existe differentes couleurs de peau. ;Histoire culture et societe;Economie et societe;1997
Les espions;3306;F & J partent à Berlin rencontrer d'anciens espions. Ils nous feront decouvrir le Pont de Glienicke, où l'on echangeait des espions entre l'Est et l'Ouest. Fred rencontre Yves Bonnet, ancien directeur de la DST, qui nous parlera du contre-espionnage et des ecoutes telephoniques. Il suit le parcours d'une valise diplomatique de l'aeroport de Tegel jusqu'à son ouverture au Quai d'Orsay et nous explique comment l'immunite diplomatique est utilisee par les services de renseignements pour espionner. Jamy nous explique quels sont les principaux services de renseignements dans le monde, ce qu'est l'immunite diplomatique, la cryptologie.... ;Histoire culture et societe;Economie et societe;1997
Quand un pays a faim;3307;F & J nous emmenent en Afrique de l'ouest en Sierra Leone où la guerre civile a eclate en 1991 entraînant la famine. Fred se rend dans un camp de refugies de la banlieue de Freetown et nous guide dans un centre de denutrition où sont accueillis des adultes, mais surtout des enfants souffrant de malnutrition severe. Fred suit les volontaires d'Action contre la faim dans leur travail de distribution et nous parle des problemes de malnutrition et du rôle des organismes humanitaires dans des situations aussi dramatiques. Jamy nous explique comment un village est affame. Qu'est-ce que la malnutrition ? Pourquoi a-t-on besoin de se nourrir ? Combien de calories doit-on absorber quotidiennement pour être en forme ? Où la famine sevit-elle dans le monde ? Comment peut-on se servir de la faim comme d'une arme ? ;Histoire culture et societe;Economie et societe;1997
A pied, à mob, en voiture... (la securite routiere);4409;"F & J nous emmenent dans les rues de nos villes, où circulent quotidiennement pietons et voitures. Ils nous parlent des dangers de la route, à la fois du point de vue des jeunes pietons et des passagers d'une voiture. Sur un circuit d'essai, Fred prend le volant d'une "" voiture petard "" pour experimenter son temps de reaction au freinage. Au centre d'etudes des constructeurs automobiles, nous assisterons au crash-test d'une voiture, et Fred nous montrera comment les mannequins de simulation reagissent à un tel choc. Jamy nous expliquera la difference entre la vision d'un enfant et celle d'un adulte, le temps de reaction quand on est au volant, les effets de l'energie cinetique sur une voiture et un passager, les effets de l'alcool sur un automobiliste. ";Technologie, physique chimie;Transport;1997
Les helicopteres;4410;Nous allons voler à bord des helicopteres de l'Aviation Legere de l'Armee de Terre et nous irons chez Eurocopter, premier fabricant d'helicopteres en Europe. Fred experimente le pilote d'une Gazelle, petit helicoptere tres maniable. Il nous montre comment decoller, rester sur place, manœuvrer... Nous assisterons à un vol tactique avec une patrouille de Gazelles ainsi qu'à un vol de nuit grâce aux jumelles de vision nocturne. Jamy nous expliquera comment faire voler un objet plus lourd que l'air, comment l'helicoptere decolle et se dirige et pourquoi il ne peut pas aller au-delà de 400 km/heure. ;Technologie, physique chimie;Transport;1997
Les Sorciers ne manquent pas d'air ! (l'aerodynamique);4411;F & J nous emmenent dans les laboratoires d'essais de l'ONERA (Office National d'etudes et Recherches Aerospatiales) à Lille et à Modane pour etudier la force de l'air et son action sur les objets en mouvement. Fred va s'envoler dans la soufflerie verticale de l'ONERA où l'air souffle à 130 km/h. Puis, il nous montre le fonctionnement d'un aeroglisseur en le conduisant sur l'eau. Nous le suivrons dans la soufflerie de l'ONERA à Modane où l'on teste le comportement des maquettes face à la resistance de l'air. Cette soufflerie permet d'observer l'ecoulement de l'air le long d'avions - comme le Concorde - ou de bateaux. Jamy nous explique ce qu'est l'air, pourquoi l'air peut exercer une force, comment creer une difference de pression, comment vole un avion, comment fonctionne une helice, comment avance un aeroglisseur... ;Technologie, physique chimie;Transport;1997
Joyeux sorciers !;4;Emission speciale;Emission speciale;Emission speciale;1998
Ariane V;1006;Apres avoir decouvert la Guyane et les installations du Centre Spatial Guyanais (CSG) , F & J restent à Kourou pour nous presenter le nouveau lanceur europeen Ariane 5. Avec F & J nous allons suivre toute la campagne de lancement d'Ariane 5 et decouvrir l'anatomie de cette fusee de 750 tonnes. Nous verrons comment fonctionnent les differents etages : les boosters à poudre, l'etage principal cryotechnique avec son moteur vulcain... Depuis la salle Jupiter, nous assisterons au compte à rebours et au lancement de la fusee, jusqu'à la mise en orbite des satellites. Quelle est la mission d'un lanceur ? Quel est le principe de propulsion d'une fusee ? Comment fonctionne le moteur d'une fusee à hydrogene. Pourquoi un lanceur est-il compose de plusieurs etages ? Comment detruire une fusee en vol en cas d'anomalie ?;La terre et l'univers;Espace et Astronomie;1998
Le port spatial de Kourou;1007;F & J nous emmenent à la decouverte du Centre Spatial Guyanais (CSG) à Kourou d'où partent les lanceurs europeens Ariane 4 et Ariane 5. Sa position, pres de l'equateur et sur la côte Est de l'Amerique latine en fait le meilleur site de lancement actuel. On peut tirer dans toutes les directions comprises entre le Nord et l'Est, et donc lancer tous les types de satellites. Fred nous guide à travers les differentes installations du centre. Nous decouvrirons les ensembles de lancement Ariane 4 et Ariane 5. Mais pourquoi est-il avantageux d'avoir une base de lancement proche de l'equateur ? ;La terre et l'univers;Espace et Astronomie;1998
La Loire no 1 (des sources à Orleans);1212;F & J partent à la decouverte du plus long fleuve de France, de ses sources à Orleans. Au Mont Gerbier-de-Jonc, la Loire n'est qu'un minuscule filet d'eau. Fred decide de descendre ce cours d'eau à pied, en canoë et à bord de vieilles embarcations. Nous decouvrons avec lui l'ecologie de ce fleuve sauvage, ainsi que la vie et les activites qui s'y sont developpees au cours des siecles. Jamy nous montre comment se forme une source, ce qu'est la ligne de partage des eaux et le bassin versant d'un fleuve, mais aussi les differents lits du fleuve et le reseau de canaux qui relie la Loire à la Seine et au Rhône ainsi que l'existence de fleuves souterrains... ;La terre et l'univers;Geographie et geologie;1998
La Loire no 2 (d'Orleans à l'estuaire);1213;F & J achevent la descente de la Loire. Ils ont dejà parcouru plus de 500 km du Mont Gerbier-de-Jonc à Orleans. Ils reprennent leur course jusqu'à l'estuaire. La course entre nos deux comperes s'achevera à Saint-Nazaire ! La Loire est le fleuve europeen qui a le battement le plus important. F & J vont retrouver les marques de la derniere crue centennale de 1 866. Ils nous montrent les moyens utilises pour lutter contre les inondations et proteger les 300 000 personnes qui vivent encore en zone inondable. Jamy nous montre les differents types de crues, le fonctionnement des deversoirs en cas de crues exceptionnelles mais aussi comment des barrages peuvent ecrêter des crues et quelles sont leurs limites. Puis nous verrons pourquoi le lit du fleuve se creuse et quelle est l'influence de la maree dans l'estuaire. ;La terre et l'univers;Geographie et geologie;1998
L'automne;1405;Partout autour de nous les paysages se transforment, les forêts changent de couleur, les arbres se denudent peu à peu, le ciel est souvent gris et les pluies plus frequentes... Autant d'indices ne peuvent nous tromper, ça y est, l'automne s'est installe. Les climats sont differents à travers le monde, les saisons changent, les paysages evoluent. F & J nous font decouvrir les raisons de ces differences - de la revolution de la terre autour du soleil au deplacement des anticyclones - et nous expliquent les changements provoques par l'arrivee de l'automne sur l'ecosysteme. Ils nous emmenent nous promener dans la forêt de Tronçais, dans l'Allier ainsi qu'à l'interieur du potager royal de Saint Jean de Beauregard dans l'Essonne, à la decouverte des secrets de l'automne. ;La terre et l'univers;Nature;1998
La plage;1406;"Bientôt les vacances, bientôt la plage. F & J sont sur la plage de Lacanau et nous rappellent qu'il y a quelques precautions à prendre au bord de la mer. Que trouve-t-on dans les eaux de baignade ? Jamy nous explique qu'un contrôle tres strict de l'eau est effectue pour detecter bacteries, virus et autres polluants et qu'il existe une classification de A à D de la proprete des plages. Le soleil, il faut aussi s'en mefier. Comment peut-on expliquer le bronzage ? Et que se passe-t-il quand on attrape un coup de soleil ? Jamy va tout nous expliquer sur les effets des rayons ultraviolets UVA et UVB sur notre peau et sur la necessite d'appliquer des cremes solaires et de porter des lunettes pour preserver notre "" capital soleil "". Avant de rentrer dans l'eau, il faut aussi être prudent pour eviter l'hydrocution. Jamy nous expliquera que c'est un choc thermique violent qui est souvent fatal. Sur la plage de Lacanau, Fred suit plusieurs surfeurs avec sa planche de body surf. Les vagues y sont tres hautes et tres belles. Mais les vagues comment se forment-elles ? D'où viennent-elles ? ";La terre et l'univers;Nature;1998
Les crocodiles;1508;Le camion de F & J nous emmene à la ferme aux crocodiles de Pierrelatte dans la Drôme. Cette visite guidee va nous permettre de mieux connaître la famille des crocodiliens : crocodiles, alligators, caïmans... et d'apprendre à les distinguer. F & J nous expliqueront quelles sont les conditions de vie des crocodiles dans la serre mais aussi dans leur milieu naturel. Ils nous feront decouvrir les petits crocodiles nes en captivite et assister au repas des adultes et nous expliqueront pourquoi un crocodile a besoin de chaleur pour vivre et comment ces reptiles se reproduisent. ;La terre et l'univers;Faune;1998
Sur les traces des dinosaures;1509;F & J nous emmenent sur la trace des dinosaures, sur le site de fouilles archeologiques d'Esperaza dans l'Aude. Nous les suivons dans la region de Carcassonne, où l'on met à jour des empreintes et des œufs de dinosaures. Fred nous fera decouvrir comment degager des os du sol et les identifier. Puis, nous irons dans un laboratoire de degagement pour connaître les techniques qui permettent de retirer les fossiles de leur gangue de pierre. Jamy nous expliquera à quelle periode ont vecu les dinosaures, leurs caracteristiques et pourquoi ils ont soudainement disparu de la Terre.;La terre et l'univers;Faune;1998
Drôles d'oiseaux (le parc ornithologique du Marquenterre);1510;F & J, equipes de leurs puissantes jumelles, se rendent au royaume des oiseaux, au parc ornithologique de Marquenterre, dans la baie de Somme.;La terre et l'univers;Faune;1998
Les ours;1511;F & J nous emmenent sur les traces des derniers ours des Pyrenees, dans le Bearn. Nos deux enquêteurs suivent les indices laisses par les ours lors de leur passage pour nous faire decouvrir leur espace vital, les lieux où ils se nourrissent et même la taniere où ils hibernent. Puis comme c'est à cette periode que les mamans ours donnent naissance à leurs petits, nous verrons comment elles elevent leurs oursons. Nous irons ensuite à la rencontre des bergers et de leurs brebis pour voir si tout ce petit monde fait bon menage... Car à une centaine de kilometres du Bearn, dans les Pyrenees centrales où l'on a reintroduit des ours de Slovenie, la cohabitation est beaucoup plus difficile. Nous aborderons egalement la question de la reintroduction d'autres ours qui conditionne un peu la survie de l'ours des Pyrenees.;La terre et l'univers;Faune;1998
Les papillons;1512;F & J partent à la decouverte des papillons ! Au programme, ambiance tropicale au sud-ouest de Paris, puis direction les Cevennes où Fred nous fera decouvrir l'economie de la soie et la filature du Mazel. Fred nous emmene à travers l'univers de ces insectes tres particuliers, du Monarque qui parcourt 3500 km entre le Canada et le Mexique au Bombyx Mori appele vulgairement ver à soie. Jamy nous devoile les differentes metamorphoses de la chenille avant qu'elle ne devienne un papillon. Il nous explique pourquoi les papillons hibernent, comment les chenilles fabriquent la soie et comment ils se reproduisent. ;La terre et l'univers;Faune;1998
Les primates;1513;"F & J nous emmenent à la rencontre des primates au parc zoologique de Saint Martin la Plaine ainsi qu'au centre de primatologie de Strasbourg. Le parc de Saint Martin la Plaine accueille plus de 18 especes de primates. Nous verrons avec Fred quelles sont celles qui se rapprochent le plus de l'Homme ainsi que celles qui s'en eloignent et pourquoi. Nous decouvrirons aussi par quels moyens ils communiquent et apprendrons que chaque espece detient son propre langage. Puis Fred rencontrera un chercheur afin de savoir comment l'Homme et le singe peuvent vivre en harmonie. Jamy nous revelera ce qui caracterise les primates, il repondra à la question "" l'Homme descend-il du singe "" et comparera leurs patrimoines genetiques. Nous verrons aussi pourquoi les singes ne marchent pas debout et decouvrirons la difference entre le cerveau d'un homme et celui d'un primate...";La terre et l'univers;Faune;1998
Tout feu, tout flamme (les feux de forêt);1605;Nous sommes au Sud-ouest de Marseille. En juillet 97, un gigantesque feu a detruit 3000 hectares de forêt, soit l'equivalent de 3000 terrains de foot mis côte à côte. Avant les grandes vacances, F & J nous expliquent pourquoi la moindre cigarette jetee negligemment peut être à l'origine d'une veritable catastrophe. Fred monte à bord d'un canadair et nous explique quel rôle ces engins de l'air jouent dans la lutte contre les feux de forêt. Jamy, de son côte, reprend le plan d'attaque du feu des pompiers, entre helicopteres bombardiers, pompiers au sol et canadairs... ;La terre et l'univers;Environnement;1998
Les marees noires;1606;Trente ans apres la premiere maree noire provoquee par le Torrey Canyon, faisons le point avec F & J ! Nous les retrouvons à la pointe de la Bretagne, pres du rail d'Ouessant, chemin obligatoire emprunte aujourd'hui par les petroliers. Le quart du trafic mondial des petroliers passe dans cette zone. F & J s'interrogent sur l'efficacite et l'evolution des dispositifs de prevention et de contrôle qui ont ete mis en place pour lutter contre ce fleau. Jamy nous explique quelle est la reglementation en vigueur et comment reperer les fraudeurs. Il simule un scenario catastrophe avec panne de moteur, grand vent et recifs. Il va tout nous expliquer avant d'aborder le phenomene de biodegradation qui provoquera la lente, trop lente degradation des composants du petrole dans l'eau de mer. ;La terre et l'univers;Environnement;1998
Les maladies genetiques;2009;On estime à plus de 6 000 le nombre de maladies d'origine genetique. La plupart sont dues à une anomalie au niveau d'un ou de plusieurs genes. Grâce à la recherche, on peut aujourd'hui retrouver les genes malades et des traitements deviennent envisageables. La therapie genique, dont on parle beaucoup, constitue un veritable espoir pour les personnes atteintes de maladies genetiques. Mais qu'est-ce qu'un gene exactement ? Quel est son rôle ? Que sait-on au juste de ces maladies et de leurs causes ? Quels sont les progres de la medecine dans ce domaine ? Fred rencontre plusieurs personnes atteintes de maladies neuromusculaires qui nous parlent de leur vie au quotidien, de leur maladie et de leurs attentes. De l'AFM (Association Française contre les Myopathies) au Genethon, ou à l'Hôpital Necker, Fred part à la chasse au gene malade et nous presente, en compagnie de chercheurs, les differentes avancees scientifiques qui permettent de redonner de l'espoir aux malades. ;Sport et sante;Medecine et biologie;1998
Le tennis;2308;F & J nous entraînent dans les coulisses de l'Open de Monte-Carlo, auquel participent 56 joueurs parmi les meilleurs mondiaux. Jamy nous presente l'ATP, nous explique le principe du cordage d'une raquette et les differents effets que l'on peut donner à une balle. Il nous montrera pourquoi la nature du terrain peut changer nos performances;Sport et sante;Sport;1998
Accordons nos violons ! (l'orchestre symphonique);3106;F & J vont aller voir l'orchestre symphonique national de Radio France. Ils nous retracent l'histoire de la musique et nous montrent le placement des differents instruments de l'orchestre selon leur force de jeu. Nous les suivons dans un atelier de lutherie pour y decouvrir l'histoire du violon, son anatomie et le travail du luthier. Jamy nous expliquera comment s'accorde un orchestre, comment y sont places les differents instruments, et ce qui distingue un bruit d'une note. ;Histoire culture et societe;Art et spectacle;1998
La radioactivite;4005;La radioactivite est partout ! A l'etat naturel - dans le sol, l'air, l'eau, les aliments que nous mangeons - ou fabriques par l'homme, les elements radioactifs font partie de notre vie. Mais qu'est-ce que la radioactivite exactement ? Comment se forme-t-elle ? Comment peut-on l'utiliser ? Quels sont ses effets sur l'homme ? F & J nous disent tout sur le sujet. Et quand on sait ce qu'est la radioactivite, on peut comprendre beaucoup de choses : la formation de la Terre, il y a 4,5 milliards d'annees, la bombe atomique, la production d'electricite, les risques lies à l'exposition aux rayons... Dans son camion-laboratoire, Jamy nous permet d'aborder avec simplicite les isotopes, la desintegration des atomes dans le temps, le radon, les origines de la radioactivite... Autant de notions qui n'auront plus de secret pour nous ! ;Technologie, physique chimie;Physique et chimie;1998
Les lasers;4104;"Quel est donc le mystere de cette revolution technique qui trouve regulierement de nouveaux domaines d'application ? F & J sont bien decides à percer les secrets de la lumiere "" laser "" et nous emmenent sur des lieux - du secteur industriel à l'univers du spectacle... - où le laser est utilise de façons tres differentes... Jamy nous explique le comment et le pourquoi de la lumiere laser. D'où vient la lumiere ? Comment s'opere sa decomposition en couleurs ? Comment fabrique-t-on un faisceau laser ? Quelle est la difference entre la lumiere coherente et la lumiere incoherente ? Quel est le principe de la lecture d'un CD ? ";Technologie, physique chimie;Technologie et industrie;1998
Les robots;4105;Direction la Cite des Sciences pour un CPS futuriste ! F & J nous emmenent assister à la Coupe du Monde des robots. A l'aube du 3eme Millenaire, les robots sont partout : aussi bien dans les usines, les hôpitaux, les centrales nucleaires que dans l'espace ! La Coupe du Monde de football des robots se deroule dans un pays different tous les ans. Cette annee, c'est en France et Fred commence là-bas son aventure pour nous faire decouvrir l'univers de robots qui semblent s'être echappes droit d'un film de science fiction... Jamy, dans son camion laboratoire, nous devoile leur fonctionnement, leur langage, comment ils se dirigent et de quelle maniere ils s'orientent en terrain inconnu... ;Technologie, physique chimie;Technologie et industrie;1998
